,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name_x,id_x,Absolute magntiude (H),Magnitude slope (G),Eccentricity,Perihelion (au),Time of perihelion passage (JD),Longitude of ascending node (deg),Argument of perihelion (deg),Inclination (deg),Epoch (JD),H_mag,name_y,id_y
1951,(2012 DJ35),17:49:28.47,-29:40:44.7,-227.,-3.E3,2829.,24.3,39.95,-5.977,267.36862499999995,-29.679083333333335,24.3,,2012 DJ35,18.16,0.15,0.177388567,2.273791,2460790.03467,10.226361,87.682760,7.7708225,2460600.5,18.16,,2012 DJ35
1952,(2012 TH165),17:48:41.76,-28:03:11.1,-840.,3.E3,3148.,23.9,54.44,-7.084,267.174,-28.053083333333333,23.9,,2012 TH165,18.55,0.15,0.134531169,2.1436063,2460440.08450,23.017127,341.20414,7.2573123,2460600.5,18.55,,2012 TH165
1953,(2012 UR234),17:49:45.54,-28:06:19.2,-2.92,3.E3,2845.,23.3,45.47,-8.432,267.43975,-28.105333333333334,23.3,,2012 UR234,17.36,0.15,0.036081174,3.0145657,2461538.11180,44.229198,221.66119,11.456129,2460600.5,17.36,,2012 UR234
1954,(2012 VL53),17:49:36.39,-27:35:14.4,-123.,5.E3,4711.,23.7,42.96,-7.053,267.40162499999997,-27.587333333333333,23.7,,2012 VL53,17.62,0.15,0.145379843,2.6318836,2459991.10560,44.986336,315.13656,10.183786,2460600.5,17.62,,2012 VL53
1955,(2012 WO22),17:50:16.39,-27:16:36.2,402.,6.E3,5842.,23.8,38.46,-9.271,267.56829166666665,-27.276722222222222,23.8,,2012 WO22,17.50,0.15,0.181615592,2.5374214,2460072.36990,59.628271,321.02582,18.318531,2460600.5,17.50,,2012 WO22
1956,(2012 XE52),17:48:28.54,-27:49:15.7,-1.E3,4.E3,4001.,23.6,34.17,-0.9621,267.1189166666666,-27.82102777777778,23.6,,2012 XE52,17.00,0.15,0.23349795,2.3945104,2460178.26060,286.60004,114.37656,8.6036762,2460600.5,17.00,,2012 XE52
1957,(2013 HL42),17:50:07.33,-27:00:23.9,283.,7.E3,6806.,24.1,55.8,-2.64,267.5305416666666,-27.00663888888889,24.1,,2013 HL42,18.77,0.15,0.058888332,2.5569012,2459792.24080,317.77971,282.04717,4.1530038,2460600.5,18.77,,2013 HL42
1958,(2013 MN25),17:50:51.77,-30:24:02.2,867.,-5.E3,5486.,23.2,58.12,-4.188,267.7157083333333,-30.40061111111111,23.2,,2013 MN25,17.94,0.15,0.106112269,2.5038976,2459828.27350,321.03829,307.15756,7.953022,2460600.5,17.94,,2013 MN25
1959,(2013 NJ54),17:50:12.04,-27:30:59.7,345.,5.E3,4977.,23.1,61.64,-4.581,267.5501666666666,-27.516583333333333,23.1,,2013 NJ54,17.95,0.15,0.151817267,2.3856227,2459847.39290,349.51171,288.10902,4.6020693,2460600.5,17.95,,2013 NJ54
1960,(2013 OJ16),17:49:07.58,-27:47:28.7,-501.,4.E3,4007.,22.7,74.29,1.844,267.2815833333333,-27.791305555555557,22.7,,2013 OJ16,18.15,0.15,0.132954621,2.0061636,2460259.71350,273.15113,0.08315375,9.0652075,2460600.5,18.15,,2013 OJ16
1961,(2013 VB67),17:49:05.95,-27:50:46.6,-523.,4.E3,3814.,23.5,40.54,-7.117,267.27479166666666,-27.846277777777775,23.5,,2013 VB67,17.30,0.15,0.070644238,2.8124884,2460484.22730,44.516316,25.086787,10.521522,2460600.5,17.30,,2013 VB67
1962,(2014 GV90),17:48:23.42,-27:39:58.4,-1.E3,4.E3,4558.,23.4,83.68,-4.152,267.0975833333333,-27.66622222222222,23.4,,2014 GV90,19.29,0.15,0.144422961,1.8424031,2460345.17020,319.35094,296.44286,4.6881245,2460600.5,19.29,,2014 GV90
1963,(2014 HO142),17:49:17.77,-28:04:17.8,-368.,3.E3,2989.,23.3,51.17,-7.796,267.32404166666663,-28.07161111111111,23.3,,2014 HO142,17.88,0.15,0.104846048,2.3167973,2461058.53660,30.840394,110.92878,8.4392657,2460600.5,17.88,,2014 HO142
1964,(2014 HZ215),17:50:44.81,-27:30:43.4,775.,5.E3,5042.,22.9,67.62,-8.368,267.6867083333333,-27.512055555555555,22.9,,2014 HZ215,18.02,0.15,0.197423887,2.0924656,2460095.35750,28.627914,274.78879,7.5905309,2460600.5,18.02,,2014 HZ215
1965,(2014 HS239),17:48:18.31,-28:42:41.5,-1.E3,663.,1327.,23.5,51.59,-0.8108,267.07629166666663,-28.71152777777778,23.5,,2014 HS239,18.06,0.15,0.033005801,2.5197608,2460940.07901,286.41190,196.34329,9.1652939,2460600.5,18.06,,2014 HS239
1966,(2014 HP291),17:49:37.89,-29:06:44.7,-103.,-780.,787.2,23.7,60.47,-7.865,267.407875,-29.112416666666668,23.7,,2014 HP291,18.68,0.15,0.07918192,2.3860174,2456859.67084,10.404779,228.28415,7.5823017,2456772.5,18.68,,2014 HP291
1967,(2014 HV482),17:51:00.20,-28:05:16.9,978.,3.E3,3069.,22.4,67.74,-1.544,267.75083333333333,-28.088027777777775,22.4,,2014 HV482,17.54,0.15,0.151678364,2.2052094,2456934.73251,298.12137,329.31634,6.3456794,2456776.5,17.54,,2014 HV482
1968,(2014 MJ97),17:50:40.49,-27:15:19.5,719.,6.E3,5949.,23.1,69.17,1.329,267.6687083333333,-27.255416666666665,23.1,,2014 MJ97,18.48,0.15,0.056082895,2.0896319,2460172.23360,274.00719,300.83428,8.0515056,2460600.5,18.48,,2014 MJ97
1969,(2014 OF142),17:50:18.52,-30:11:53.3,430.,-5.E3,4709.,24.1,53.17,-3.524,267.5771666666666,-30.198138888888888,24.1,,2014 OF142,18.65,0.15,0.131507379,2.3341917,2460215.31050,314.16384,30.672344,8.113001,2460600.5,18.65,,2014 OF142
1970,(2014 OF222),17:49:35.05,-27:45:51.7,-141.,4.E3,4075.,24.0,51.56,-6.373,267.39604166666663,-27.76436111111111,24.0,,2014 OF222,18.45,0.15,0.062219921,2.526555,2460270.24580,24.220181,326.46243,6.7940572,2460600.5,18.45,,2014 OF222
1971,(2014 QE84),17:51:01.34,-28:05:42.3,993.,3.E3,3049.,23.9,52.6,-0.8968,267.75558333333333,-28.09508333333333,23.9,,2014 QE84,18.37,0.15,0.237677935,2.0523319,2460197.98020,289.63821,64.694283,7.7727488,2460600.5,18.37,,2014 QE84
1972,(2014 QP326),17:50:31.94,-27:26:30.7,607.,5.E3,5269.,24.3,51.32,-5.759,267.6330833333333,-27.441861111111113,24.3,,2014 QP326,18.72,0.15,0.330973031,1.8111776,2460170.75690,26.702955,335.40804,6.5162334,2460600.5,18.72,,2014 QP326
1973,(2014 QX337),17:50:35.09,-30:21:41.0,648.,-5.E3,5316.,21.8,68.73,-2.004,267.64620833333333,-30.36138888888889,21.8,,2014 QX337,17.07,0.15,0.181945464,2.2001589,2459861.35870,300.20504,308.36879,9.1235121,2460600.5,17.07,,2014 QX337
1974,(2014 QM426),17:48:38.60,-30:47:11.1,-882.,-7.E3,6863.,22.2,66.61,-4.372,267.1608333333333,-30.786416666666668,22.2,,2014 QM426,17.23,0.15,0.244854065,2.0426332,2460026.59630,316.04314,354.46902,8.500328,2460600.5,17.23,,2014 QM426
1975,(2014 QM491),17:50:36.33,-28:36:44.2,664.,1.E3,1218.,24.9,51.17,-3.394,267.651375,-28.61227777777778,24.9,,2014 QM491,19.50,0.15,0.224117564,1.7357559,2460699.46001,318.83149,80.127072,6.0164063,2460600.5,19.50,,2014 QM491
1976,(2014 SQ33),17:50:01.60,-28:35:16.0,208.,1.E3,1128.,24.1,46.78,-4.655,267.5066666666666,-28.587777777777777,24.1,,2014 SQ33,18.33,0.15,0.094302175,2.4947664,2460376.80620,352.33929,32.300658,5.7695908,2460600.5,18.33,,2014 SQ33
1977,(2014 SV370),17:49:37.28,-29:53:53.2,-111.,-4.E3,3611.,23.1,50.09,-1.009,267.4053333333333,-29.89811111111111,23.1,,2014 SV370,17.55,0.15,0.020528157,2.7048412,2461116.19012,289.90714,242.44199,10.640778,2460600.5,17.55,,2014 SV370
1978,(2014 SE384),17:49:09.09,-27:20:41.7,-482.,6.E3,5604.,24.4,60.17,-6.593,267.28787499999993,-27.344916666666666,24.4,,2014 SE384,19.33,0.15,0.193901079,1.809776,2460566.39753,21.026628,344.03764,6.1236728,2460600.5,19.33,,2014 SE384
1979,(2014 SH418),17:49:19.67,-29:28:46.0,-343.,-2.E3,2129.,24.7,43.99,-4.161,267.3319583333333,-29.479444444444443,24.7,,2014 SH418,18.75,0.15,0.237020224,2.0976251,2460287.28140,333.01166,47.422206,6.6554315,2460600.5,18.75,,2014 SH418
1980,(2014 TU6),17:49:37.48,-27:47:06.9,-109.,4.E3,3999.,24.3,46.75,-6.618,267.40616666666665,-27.78525,24.3,,2014 TU6,18.72,0.15,0.238006349,1.7310917,2460756.85098,32.243244,22.920489,7.954628,2460600.5,18.72,,2014 TU6
1981,(2015 AY40),17:51:14.00,-30:06:38.7,1.E3,-4.E3,4524.,22.9,52.33,-0.9451,267.8083333333333,-30.110750000000003,22.9,,2015 AY40,17.43,0.15,0.143316392,2.5919634,2457443.09903,293.02845,275.19638,10.478257,2457037.5,17.43,,2015 AY40
1982,(2015 AE247),17:49:29.79,-29:44:04.3,-210.,-3.E3,3027.,23.3,39.57,-1.912,267.374125,-29.734527777777778,23.3,,2015 AE247,17.18,0.15,0.209234284,2.3898147,2460953.06147,296.53233,196.95455,9.6263783,2460600.5,17.18,,2015 AE247
1983,(2015 BP122),17:50:22.24,-28:31:33.3,479.,1.E3,1415.,25.2,47.41,-3.824,267.5926666666666,-28.525916666666667,25.2,,2015 BP122,19.67,0.15,0.180306184,1.9218785,2460861.29907,329.82517,110.39265,5.6502413,2460600.5,19.67,,2015 BP122
1984,(2015 BD135),17:50:27.34,-27:00:28.0,546.,7.E3,6819.,23.8,39.82,-3.424,267.6139166666666,-27.00777777777778,23.8,,2015 BD135,17.64,0.15,0.106265099,2.6546666,2460551.83957,3.6431519,72.710923,4.1820782,2460600.5,17.64,,2015 BD135
1985,(2015 BF396),17:49:27.53,-29:47:28.7,-239.,-3.E3,3233.,24.1,47.08,-6.495,267.3647083333333,-29.791305555555557,24.1,,2015 BF396,18.58,0.15,0.184936543,1.9216952,2460903.86336,1.3388449,87.955615,7.5483359,2460600.5,18.58,,2015 BF396
1986,(2015 BP416),17:50:13.90,-28:22:19.2,370.,2.E3,1921.,24.2,54.3,-4.612,267.5579166666666,-28.372,24.2,,2015 BP416,18.95,0.15,0.089051308,2.1461363,2460702.82981,342.26832,63.167571,5.4440535,2460600.5,18.95,,2015 BP416
1987,(2015 DA76),17:49:30.24,-27:47:46.3,-204.,4.E3,3963.,23.9,49.56,-4.272,267.376,-27.796194444444446,23.9,,2015 DA76,18.53,0.15,0.176358601,1.9668229,2461015.14095,344.35193,129.18932,4.8158716,2460600.5,18.53,,2015 DA76
1988,(2015 DS306),17:51:13.25,-29:00:57.5,1.E3,-433.,1227.,23.1,51.31,-7.923,267.8052083333333,-29.01597222222222,23.1,,2015 DS306,17.45,0.15,0.108161793,2.790206,2461509.93526,27.333690,233.50047,9.1061157,2460600.5,17.45,,2015 DS306
1989,(2015 FP387),17:50:05.32,-29:34:08.9,257.,-2.E3,2438.,23.1,49.21,-2.043,267.52216666666664,-29.56913888888889,23.1,,2015 FP387,17.48,0.15,0.163987295,2.647785,2461227.90808,300.83480,253.53368,8.5243889,2460600.5,17.48,,2015 FP387
1990,(2015 FE458),17:48:35.48,-29:12:12.8,-923.,-1.E3,1442.,23.6,43.14,-4.075,267.1478333333333,-29.203555555555553,23.6,,2015 FE458,17.61,0.15,0.095123387,2.8423757,2461023.79740,333.56694,189.01474,6.3327171,2460600.5,17.61,,2015 FE458
1991,(2015 HM293),17:49:39.66,-27:40:38.6,-80.1,4.E3,4386.,22.9,51.98,-3.966,267.41524999999996,-27.67738888888889,22.9,,2015 HM293,17.33,0.15,0.131857868,2.7527537,2461569.76310,344.94727,289.01838,4.6695926,2460600.5,17.33,,2015 HM293
1992,(2015 HC294),17:48:22.72,-30:40:07.7,-1.E3,-6.E3,6474.,23.2,48.83,-13.99,267.0946666666666,-30.668805555555558,23.2,,2015 HC294,17.50,0.15,0.146941222,2.7142019,2459632.34850,44.936018,261.18738,18.762541,2460600.5,17.50,,2015 HC294
1993,(2015 HR309),17:48:40.71,-30:03:57.7,-854.,-4.E3,4298.,23.4,56.32,-2.335,267.16962499999994,-30.06602777777778,23.4,,2015 HR309,18.01,0.15,0.169329085,2.6369411,2457341.50423,303.14427,309.34962,8.8547485,2457132.5,18.01,,2015 HR309
1994,(2015 HU320),17:50:45.10,-28:40:36.0,779.,788.,1109.,24.6,64.7,-6.195,267.6879166666666,-28.67666666666667,24.6,,2015 HU320,19.66,0.15,0.102693925,2.1904355,2457467.42443,355.46429,308.39558,6.1556317,2457132.5,19.66,,2015 HU320
1995,(2015 KC317),17:50:34.11,-29:57:47.2,635.,-4.E3,3895.,23.0,43.77,-9.509,267.6421249999999,-29.96311111111111,23.0,,2015 KC317,16.99,0.15,0.074849976,2.9508432,2459789.59710,39.719903,291.66132,13.472402,2460600.5,16.99,,2015 KC317
1996,(2015 QB5),17:49:29.62,-28:39:23.0,-212.,861.,887.0,24.0,52.87,-3.785,267.3734166666666,-28.656388888888888,24.0,,2015 QB5,18.50,0.15,0.162382522,2.1527952,2460352.30240,325.70578,35.358587,5.8561353,2460600.5,18.50,,2015 QB5
1997,(2015 TG236),17:50:56.06,-27:27:42.5,923.,5.E3,5245.,24.0,52.9,1.788,267.7335833333333,-27.461805555555554,24.0,,2015 TG236,18.52,0.15,0.207767868,2.0581538,2460296.80720,271.23492,86.607258,11.234993,2460600.5,18.52,,2015 TG236
1998,(2015 TY369),17:50:13.70,-27:24:54.1,367.,5.E3,5343.,24.5,40.6,-3.333,267.55708333333325,-27.415027777777777,24.5,,2015 TY369,18.44,0.15,0.18654717,2.1657898,2460683.85354,346.33899,87.966004,4.3560257,2460600.5,18.44,,2015 TY369
1999,(2015 XG393),17:49:47.34,-29:46:33.1,20.8,-3.E3,3169.,23.8,35.63,0.1612,267.44724999999994,-29.77586111111111,23.8,,2015 XG393,17.41,0.15,0.229503983,2.2062018,2460771.61317,278.88479,179.24796,15.181559,2460600.5,17.41,,2015 XG393
2000,(2015 YP19),17:49:38.06,-28:01:16.9,-101.,3.E3,3149.,23.8,37.36,0.4314,267.4085833333333,-28.02136111111111,23.8,,2015 YP19,17.54,0.15,0.251479066,2.0077843,2460572.55534,275.19461,144.62799,12.509968,2460600.5,17.54,,2015 YP19
2001,(2016 AC127),17:50:01.77,-28:30:34.7,210.,1.E3,1405.,22.2,49.45,-9.433,267.5073749999999,-28.50963888888889,22.2,,2016 AC127,16.59,0.15,0.035353389,2.808163,2461421.97672,41.244409,200.43156,11.762633,2460600.5,16.59,,2016 AC127
2002,(2016 AN336),17:50:33.85,-29:14:17.8,632.,-1.E3,1385.,23.9,41.21,1.446,267.6410416666666,-29.23827777777778,23.9,,2016 AN336,17.91,0.15,0.164704939,2.3786017,2460913.99591,274.72382,207.82263,15.398202,2460600.5,17.91,,2016 AN336
2003,(2016 BF124),17:48:20.29,-27:32:13.4,-1.E3,5.E3,5020.,22.5,56.26,0.1161,267.08454166666667,-27.537055555555558,22.5,,2016 BF124,17.18,0.15,0.12511583,2.5648313,2459715.83180,280.30077,349.12212,8.1354645,2460600.5,17.18,,2016 BF124
2004,(2016 CE140),17:50:12.84,-28:13:52.4,356.,2.E3,2418.,23.2,52.02,1.656,267.5535,-28.23122222222222,23.2,,2016 CE140,17.70,0.15,0.055831135,2.6976419,2461453.25416,274.49171,332.12647,11.784396,2460600.5,17.70,,2016 CE140
2005,(2016 EB1),17:49:13.66,-29:33:55.9,-422.,-2.E3,2448.,26.6,275.3,-52.91,267.30691666666667,-29.565527777777778,26.6,,2016 EB1,25.30,0.15,0.446189791,0.74487834,2460359.48250,346.44393,263.56478,11.103737,2460600.5,25.30,,2016 EB1
2006,(2016 EV89),17:50:47.76,-29:17:55.4,814.,-1.E3,1663.,23.5,52.7,-3.191,267.69899999999996,-29.298722222222224,23.5,,2016 EV89,18.09,0.15,0.111977012,2.5921417,2461274.55664,315.26105,248.19390,6.9812024,2460600.5,18.09,,2016 EV89
2007,(2016 EV388),17:50:43.61,-28:32:48.5,760.,1.E3,1468.,25.1,75.85,-5.225,267.68170833333323,-28.546805555555558,25.1,,2016 EV388,20.62,0.15,0.205993052,1.7989715,2457906.13530,336.76540,339.96246,5.6445288,2457454.5,20.62,,2016 EV388
2008,(2016 JC6),17:50:06.60,-28:04:41.9,274.,3.E3,2955.,23.2,119.8,9.458,267.5275,-28.078305555555556,23.2,,2016 JC6,21.37,0.15,0.282912388,0.57842372,2460567.63884,236.78807,174.18724,6.779493,2460600.5,21.37,,2016 JC6
2009,(2016 JR97),17:48:53.61,-29:58:25.6,-685.,-4.E3,3941.,23.3,63.69,-13.46,267.223375,-29.973777777777777,23.3,,2016 JR97,18.31,0.15,0.213833762,2.3824815,2457656.70977,33.077771,230.10972,13.278338,2457510.5,18.31,,2016 JR97
2010,(2016 JP102),17:49:14.32,-29:14:08.2,-413.,-1.E3,1292.,23.5,54.09,-8.678,267.3096666666666,-29.235611111111112,23.5,,2016 JP102,18.01,0.15,0.116712663,2.6570385,2457750.94633,25.476589,249.08434,9.3736927,2457510.5,18.01,,2016 JP102
2011,(2016 NX39),17:49:04.51,-28:09:58.4,-542.,3.E3,2681.,23.0,43.97,-0.5601,267.26879166666663,-28.16622222222222,23.0,,2016 NX39,16.93,0.15,0.15181651,2.7028092,2459814.37450,285.51302,57.473142,9.0246042,2460600.5,16.93,,2016 NX39
2012,(2016 NP101),17:49:01.48,-28:48:17.6,-582.,327.,667.2,24.4,61.85,-5.465,267.2561666666666,-28.80488888888889,24.4,,2016 NP101,19.31,0.15,0.228247281,1.8611009,2460375.32900,344.32188,2.2680678,5.9701342,2460600.5,19.31,,2016 NP101
2013,(2016 RO15),17:48:53.03,-29:22:11.8,-692.,-2.E3,1842.,23.9,47.97,0.8476,267.22095833333333,-29.369944444444446,23.9,,2016 RO15,18.26,0.15,0.159638327,2.0723463,2460584.17022,276.35747,119.78146,13.742633,2460600.5,18.26,,2016 RO15
2014,(2016 TP140),17:49:38.67,-30:07:53.3,-93.1,-4.E3,4450.,23.6,41.13,-0.9712,267.41112499999997,-30.13147222222222,23.6,,2016 TP140,17.70,0.15,0.2203198,1.996506,2460876.19570,286.01825,170.52657,12.435464,2460600.5,17.70,,2016 TP140
2015,(2016 VL63),17:50:07.45,-27:22:14.9,285.,5.E3,5497.,24.0,36.68,-3.346,267.5310416666666,-27.370805555555556,24.0,,2016 VL63,17.45,0.15,0.234063235,2.5711838,2459804.67810,3.5351142,10.042583,4.5490617,2460600.5,17.45,,2016 VL63
2016,(2017 BB157),17:51:08.68,-29:05:38.4,1.E3,-714.,1301.,22.8,55.0,-0.9687,267.78616666666665,-29.093999999999998,22.8,,2017 BB157,17.47,0.15,0.079328261,2.5481999,2461334.68305,292.04004,284.55753,8.8460986,2460600.5,17.47,,2017 BB157
2017,(2017 CH65),17:48:16.57,-30:42:11.9,-1.E3,-7.E3,6610.,24.4,38.36,-1.841,267.06904166666664,-30.703305555555556,24.4,,2017 CH65,18.28,0.15,0.249328713,1.9483088,2460657.32747,290.81683,134.22399,12.290405,2460600.5,18.28,,2017 CH65
2018,(2017 DW176),17:50:45.65,-29:28:04.6,786.,-2.E3,2205.,26.2,46.56,-6.421,267.69020833333326,-29.46794444444444,26.2,,2017 DW176,20.45,0.15,0.108036269,2.4465049,2457647.62490,9.6510165,121.83868,7.6182205,2457793.5,20.45,,2017 DW176
2019,(2017 EE57),17:48:47.94,-28:06:08.7,-759.,3.E3,2955.,24.2,55.97,-7.769,267.19975,-28.102416666666667,24.2,,2017 EE57,18.93,0.15,0.064324633,2.5399507,2459941.15770,26.092165,250.16145,7.8020233,2460600.5,18.93,,2017 EE57
2020,(2017 FW139),17:49:22.72,-29:50:10.0,-303.,-3.E3,3399.,23.8,42.78,-7.411,267.3446666666666,-29.83611111111111,23.8,,2017 FW139,17.88,0.15,0.128024997,2.3739089,2460751.24940,22.715110,67.604083,9.4088146,2460600.5,17.88,,2017 FW139
2021,(2017 FE232),17:48:52.80,-29:14:22.1,-695.,-1.E3,1419.,24.7,47.48,-2.17,267.21999999999997,-29.239472222222222,24.7,,2017 FE232,19.03,0.15,0.058905915,2.5375208,2457587.76070,299.34266,163.65668,8.2380375,2457841.5,19.03,,2017 FE232
2022,(2017 HB108),17:50:46.14,-27:49:32.6,793.,4.E3,3933.,25.5,56.44,-0.3742,267.69224999999994,-27.825722222222222,25.5,,2017 HB108,20.32,0.15,0.166455394,2.2988985,2461251.04095,286.12541,260.64422,7.5798874,2460600.5,20.32,,2017 HB108
2023,(2017 OL93),17:50:25.28,-29:00:22.3,519.,-398.,653.9,23.6,88.15,-8.852,267.6053333333333,-29.006194444444443,23.6,,2017 OL93,19.47,0.15,0.212284107,1.7597032,2460321.51110,357.63322,278.96245,6.9856757,2460600.5,19.47,,2017 OL93
2024,(2017 OK168),17:48:17.74,-29:28:18.3,-1.E3,-2.E3,2373.,23.6,44.72,-1.785,267.0739166666666,-29.47175,23.6,,2017 OK168,17.73,0.15,0.041496691,2.9158812,2461041.05564,295.67734,231.56880,9.1619626,2460600.5,17.73,,2017 OK168
2025,(2017 PD58),17:48:49.80,-27:46:36.5,-735.,4.E3,4095.,23.6,79.8,-6.674,267.2075,-27.776805555555555,23.6,,2017 PD58,19.30,0.15,0.147622717,1.9223497,2460246.78930,352.57917,257.62096,5.1641009,2460600.5,19.30,,2017 PD58
2026,(2017 QS113),17:48:29.54,-30:26:27.5,-1.E3,-6.E3,5651.,22.8,45.67,-7.85,267.12308333333334,-30.44097222222222,22.8,,2017 QS113,16.90,0.15,0.051323038,3.0090054,2461369.09702,16.805418,216.08843,9.5179504,2460600.5,16.90,,2017 QS113
2027,(2017 RF12),17:48:27.12,-28:36:03.4,-1.E3,1.E3,1482.,25.6,39.09,-4.378,267.113,-28.600944444444448,25.6,,2017 RF12,19.29,0.15,0.296606742,2.1478431,2458080.17506,359.13829,19.463040,5.8790437,2458015.5,19.29,,2017 RF12
2028,(2017 SD38),17:49:13.30,-29:02:42.0,-426.,-538.,686.1,23.8,58.98,-3.299,267.30541666666664,-29.045,23.8,,2017 SD38,18.67,0.15,0.15217982,1.9463282,2460551.55533,310.70107,54.117965,6.7994799,2460600.5,18.67,,2017 SD38
2029,(2017 SU155),17:48:29.95,-27:06:42.9,-996.,6.E3,6499.,26.3,25.13,-4.506,267.1247916666667,-27.11191666666667,26.3,,2017 SU155,18.95,0.15,0.423030304,1.8560313,2460219.54660,56.809875,5.0229546,11.975436,2460600.5,18.95,,2017 SU155
2030,(2017 SN168),17:48:50.61,-29:40:18.3,-724.,-3.E3,2886.,23.5,42.45,-7.917,267.210875,-29.671750000000003,23.5,,2017 SN168,17.38,0.15,0.108623026,2.7616023,2460013.74740,31.978989,330.32146,10.708204,2460600.5,17.38,,2017 SN168
2031,(2017 SX306),17:49:06.39,-30:39:09.9,-517.,-6.E3,6346.,22.9,49.49,-9.701,267.27662499999997,-30.652749999999997,22.9,,2017 SX306,17.23,0.15,0.11667255,2.7322073,2459727.36950,26.763335,279.92194,11.612498,2460600.5,17.23,,2017 SX306
2032,(2017 SK374),17:49:38.38,-30:44:52.5,-97.0,-7.E3,6669.,23.7,38.48,-4.514,267.4099166666667,-30.74791666666667,23.7,,2017 SK374,17.33,0.15,0.10167119,2.8468278,2460186.70620,336.28513,60.930188,7.9936382,2460600.5,17.33,,2017 SK374
2033,(2017 UK217),17:50:33.01,-27:21:59.0,621.,6.E3,5541.,25.4,40.33,-8.592,267.63754166666666,-27.366388888888892,25.4,,2017 UK217,19.17,0.15,0.321113568,2.0791379,2459962.77870,56.964644,316.12596,16.087964,2460600.5,19.17,,2017 UK217
2034,(2017 XF100),17:50:51.73,-29:04:46.1,866.,-662.,1090.,24.3,54.59,6.878,267.71554166666664,-29.079472222222222,24.3,,2017 XF100,19.05,0.15,0.251915257,1.7316115,2460514.14913,262.09974,106.20333,22.59803,2460600.5,19.05,,2017 XF100
2035,(2018 BV35),17:50:58.39,-29:22:12.1,954.,-2.E3,1955.,24.7,51.45,-2.262,267.7432916666666,-29.37002777777778,24.7,,2018 BV35,19.38,0.15,0.202169413,2.0262035,2461122.38885,300.61193,201.79063,8.1429608,2460600.5,19.38,,2018 BV35
2036,(2018 FT39),17:48:35.24,-27:36:21.3,-926.,5.E3,4736.,23.6,50.88,-4.105,267.1468333333333,-27.60591666666667,23.6,,2018 FT39,18.16,0.15,0.066753011,2.3909024,2460934.91789,342.71660,133.50409,4.587858,2460600.5,18.16,,2018 FT39
2037,(2018 GS14),17:48:22.19,-29:59:04.5,-1.E3,-4.E3,4069.,23.0,60.75,-14.54,267.0924583333333,-29.984583333333333,23.0,,2018 GS14,18.06,0.15,0.182369763,2.143523,2461283.89956,34.513758,154.24648,14.232575,2460600.5,18.06,,2018 GS14
2038,(2018 LY4),17:50:55.29,-29:55:30.5,913.,-4.E3,3816.,22.7,50.21,8.1,267.7303749999999,-29.925138888888892,22.7,,2018 LY4,17.22,0.15,0.300785523,1.8305033,2460244.35140,261.95030,96.469015,27.999819,2460600.5,17.22,,2018 LY4
2039,(2018 NB8),17:49:53.57,-30:41:49.7,103.,-6.E3,6486.,23.9,41.49,-3.925,267.47320833333333,-30.69713888888889,23.9,,2018 NB8,17.78,0.15,0.212079036,2.1869537,2460355.00240,320.94949,71.908726,8.4368044,2460600.5,17.78,,2018 NB8
2040,(2018 RS6),17:49:01.23,-29:39:45.3,-585.,-3.E3,2822.,26.5,67.14,-9.483,267.25512499999996,-29.66258333333333,26.5,,2018 RS6,21.60,0.15,0.504431858,1.3539075,2460014.39420,18.103016,330.56192,9.4085695,2460600.5,21.60,,2018 RS6
2041,(2018 TL11),17:48:21.63,-29:15:25.3,-1.E3,-1.E3,1706.,23.2,46.82,-7.02,267.090125,-29.25702777777778,23.2,,2018 TL11,17.40,0.15,0.172611532,2.3715569,2460131.34350,20.029990,339.58730,8.3322577,2460600.5,17.40,,2018 TL11
2042,(2018 VQ185),17:48:41.13,-30:39:38.1,-849.,-6.E3,6409.,23.7,40.69,-7.403,267.17137499999995,-30.66058333333333,23.7,,2018 VQ185,17.57,0.15,0.088862273,2.7380279,2460360.17440,19.019776,29.114648,9.9056539,2460600.5,17.57,,2018 VQ185
2043,(2019 AB46),17:48:28.72,-28:44:56.8,-1.E3,527.,1142.,22.7,76.21,-3.497,267.11966666666666,-28.749111111111112,22.7,,2019 AB46,18.41,0.15,0.203876333,1.8780723,2460046.79660,309.09149,254.58129,6.2310667,2460600.5,18.41,,2019 AB46
2044,(2019 MB23),17:50:04.40,-30:27:22.6,245.,-6.E3,5624.,23.6,57.07,1.06,267.51833333333326,-30.45627777777778,23.6,,2019 MB23,18.40,0.15,0.164569758,2.1396112,2460273.36030,279.97781,59.810926,13.896024,2460600.5,18.40,,2019 MB23
2045,(2019 PF36),17:49:07.72,-27:09:20.7,-499.,6.E3,6284.,22.4,70.72,2.216,267.2821666666666,-27.155749999999998,22.4,,2019 PF36,17.67,0.15,0.179685313,2.1098493,2460048.09660,269.97755,6.1488331,8.9550606,2460600.5,17.67,,2019 PF36
